state,name,candidate,party,total
Tamil Nadu,Chennai North,JANARTHANAN .J,BSP,4960
Tamil Nadu,Chennai North,SIVAKUMAR . V,SUCI,502
Tamil Nadu,Chennai North,NIJAM MOHAIDEEN .M,SDPI,14585
Tamil Nadu,Chennai North,BABU MAILAN .A,LSP,569
Tamil Nadu,Chennai North,PAULRAJ .T,MMKA,387
Tamil Nadu,Chennai North,RAMESH KANNAN .G,RPI,257
Tamil Nadu,Chennai North,VIJAYA KUMAR .K,TNMC,1145
Tamil Nadu,Chennai North,SRINIVASON .S,AAAP,6819
Tamil Nadu,Chennai North,ANBAZHAGAN .G,IND,208
Tamil Nadu,Chennai North,GIRIRAJ. D,IND,414
Tamil Nadu,Chennai North,KESAVAN. L,IND,1198
Tamil Nadu,Chennai North,KOLANGI. M,IND,1494
Tamil Nadu,Chennai North,CHARAVANAN. M.P.,IND,475
Tamil Nadu,Chennai North,SIVASHANMUGA PERUMAL. S,IND,712
Tamil Nadu,Chennai North,SEETHA MALLAR. A,IND,469
Tamil Nadu,Chennai North,SRINIVASAN. J,IND,964
Tamil Nadu,Chennai North,SUNDAR. G,IND,870
Tamil Nadu,Chennai North,SENTHIL KUMAR. K,IND,472
Tamil Nadu,Chennai North,DEEPAK. C,IND,475
Tamil Nadu,Chennai North,DURAI BABU. R,IND,297
Tamil Nadu,Chennai North,DEVARAJ. G,IND,386
Tamil Nadu,Chennai North,PAUL KANAGARAJ. R.C,IND,1589
Tamil Nadu,Chennai North,BALAJI. E,IND,311
Tamil Nadu,Chennai North,PRABHAKARAN. K,IND,457
Tamil Nadu,Chennai North,PONRAJ. P,IND,208
Tamil Nadu,Chennai North,MAHENDRAN. K.P.P.,IND,343
Tamil Nadu,Chennai North,MARIMUTHU. P,IND,777
Tamil Nadu,Chennai North,MARIRAJ. T.R,IND,559
Tamil Nadu,Chennai North,MOHAMED MAJASUDDIN,IND,302
Tamil Nadu,Chennai North,YOGARAJ. S,IND,206
Tamil Nadu,Chennai North,RAVIKUMAR. T,IND,211
Tamil Nadu,Chennai North,RAVI PARIYANAR. D,IND,600
Tamil Nadu,Chennai North,RAMASAMY. M.D.,IND,234
Tamil Nadu,Chennai North,RAJ. N,IND,216
Tamil Nadu,Chennai North,RAJA. B,IND,337
Tamil Nadu,Chennai North,None of the Above,NOTA,17472
Tamil Nadu,Chennai South,GANESAN  S,SUCI,1708
Tamil Nadu,Chennai South,K.R.RAMASWAMY@TRAFFIC RAMASWAMY,IND,1647
Tamil Nadu,Chennai South,(KUPPAL)G.DEVADOSS,IND,511
Tamil Nadu,Chennai South,A. JAIGANESH,LSP,518
Tamil Nadu,Chennai South,LA.GANESAN,BJP,258262
Tamil Nadu,Chennai South,S. BALU,IND,259
Tamil Nadu,Chennai South,COLONEL KADAR BASHA,IND,427
Tamil Nadu,Chennai South,DR. J. JAYAVARDHAN,ADMK,434540
Tamil Nadu,Chennai South,T. DHANASEKAR,NOC,328
Tamil Nadu,Chennai South,RAJINI NIVETHA,IND,140
Tamil Nadu,Chennai South,R. RAVICHANDRAN,IND,215
Tamil Nadu,Chennai South,V. BALAJI,BSP,1529
Tamil Nadu,Chennai South,S.S.RADHAKRISHNAN,IND,373
Tamil Nadu,Chennai South,THANGARAJ,IND,188
Tamil Nadu,Chennai South,S. DEVADOSS,IND,233
Tamil Nadu,Chennai South,S. SEETHALAKSHMI,TNMC,1289
Tamil Nadu,Chennai South,JAHIR HUSSAIN. M,AAAP,17208
Tamil Nadu,Chennai South,S. PARTHIBAN,IND,174
Tamil Nadu,Chennai South,LOGANATHAN,IND,117
Tamil Nadu,Chennai South,A. IRUDAYADASS,IND,976
Tamil Nadu,Chennai South,T.K.S.ELANGOVAN,DMK,298965
Tamil Nadu,Chennai South,J.S. MAHALINGAM,IND,267
Tamil Nadu,Chennai South,M. ARUMUGAM,IND,221
Tamil Nadu,Chennai South,K. MANI,JD(U),274
Tamil Nadu,Chennai South,KANTHAVEL  D,IND,865
Tamil Nadu,Chennai South,S. BALAMURALI,IND,416
Tamil Nadu,Chennai South,S. RAJESHWARI,IND,157
Tamil Nadu,Chennai South,S. VEERAMANI,IND,105
Tamil Nadu,Chennai South,S.V. RAMANI,INC,24276
Tamil Nadu,Chennai South,B. KUMAR SRI SRI,IND,232
Tamil Nadu,Chennai South,BHAVANI JANAKIRAM,IND,244
Tamil Nadu,Chennai South,S. PRAGASAM,IND,636
Tamil Nadu,Chennai South,T. PONNUSAMY,IND,533
Tamil Nadu,Chennai South,A. MAGESH,IND,121
Tamil Nadu,Chennai South,PON. SIVA KUMAR,IND,271
Tamil Nadu,Chennai South,S. CHARUMATHI,IND,257
Tamil Nadu,Chennai South,S. SESU RAJ,IND,203
Tamil Nadu,Chennai South,K. SHANKAR,IND,498
Tamil Nadu,Chennai South,JOSEPH GUNASEKAR,IND,253
Tamil Nadu,Chennai South,R. KANDASAMY@BABU,APM,372
Tamil Nadu,Chennai South,M. JAYARAMAN,IND,192
Tamil Nadu,Chennai South,T.K. RAMAJAYAM,IND,1180
Tamil Nadu,Chennai South,None of the Above,NOTA,20229
Tamil Nadu,Chennai central,S.D. KRISHNAKUMAR,RPI(A),1528
Tamil Nadu,Chennai central,S.R. VIJAYAKUMAR,ADMK,333296
Tamil Nadu,Chennai central,J. PRABHAKAR,AAAP,19553
Tamil Nadu,Chennai central,B. AMBETH VENKATESH,IND,390
Tamil Nadu,Chennai central,J. CONSTANDINE RAVINDRAN,DMDK,114798
Tamil Nadu,Chennai central,MURALIKRISHNAN (A) SAMARAN,BSP,2531
Tamil Nadu,Chennai central,D. BABU,IND,261
Tamil Nadu,Chennai central,C.D. MEYYAPPAN,INC,25981
Tamil Nadu,Chennai central,DAYANIDHI MARAN,DMK,287455
Tamil Nadu,Chennai central,M. PRABAKARAN,IND,336
Tamil Nadu,Chennai central,M. MURUGAN,IND,697
Tamil Nadu,Chennai central,P. MANIMARAN,IND,391
Tamil Nadu,Chennai central,K.RAVEENDRAN,IND,369
Tamil Nadu,Chennai central,D. RAMESH,IND,259
Tamil Nadu,Chennai central,M. MOHAMED RASIK,IND,2019
Tamil Nadu,Chennai central,V. CHANDRAMOHAN,IND,324
Tamil Nadu,Chennai central,T. RAVIKUMAR,IND,973
Tamil Nadu,Chennai central,AUDITOR GOPINARAYANAN,MMKA,805
Tamil Nadu,Chennai central,P. AHILA,IND,579
Tamil Nadu,Chennai central,ARUNDHATHI JAIGANESH (A) S.JAIGANESH,IND,390
Tamil Nadu,Chennai central,None of the Above,NOTA,21959
Tamil Nadu,Sriperumbudur,ARUL ANBARASU,INC,39015
Tamil Nadu,Sriperumbudur,"RAMACHANDRAN, K.N. THIRU",ADMK,545820
Tamil Nadu,Sriperumbudur,"MOHAMED ABBAS, S. THIRU",BSP,4977
Tamil Nadu,Sriperumbudur,"JAGATHRAKSHAKAN, S. THIRU",DMK,443174
Tamil Nadu,Sriperumbudur,"BHARATHI, K. THIRU",CPI(ML)(L),4743
Tamil Nadu,Sriperumbudur,PULAVAR. E.SU. MANI. THIRU,NOC,870
Tamil Nadu,Sriperumbudur,"MASILAMANI, R. (DR).",MDMK,187094
Tamil Nadu,Sriperumbudur,"VASIGARAN, S.A.N. THIRU",AAAP,18963
Tamil Nadu,Sriperumbudur,"SRIDHAR, C. THIRU",UMK,497
Tamil Nadu,Sriperumbudur,"AYODHI, L.( DR).",IND,699
Tamil Nadu,Sriperumbudur,"SHANMUGAM, K. THIRU",IND,291
Tamil Nadu,Sriperumbudur,"SHANMUGAM, G. THIRU",IND,372
Tamil Nadu,Sriperumbudur,SAMPATH. K. THIRU,IND,1301
Tamil Nadu,Sriperumbudur,"PALANI, A. THIRU",IND,781
Tamil Nadu,Sriperumbudur,BHARATHIDASAN R. THIRU.,IND,811
Tamil Nadu,Sriperumbudur,"PUGAZHENDI, A. THIRU",IND,1726
Tamil Nadu,Sriperumbudur,"MADHAVARAJ, K.V. THIRU.",IND,1165
Tamil Nadu,Sriperumbudur,"RAMESH, THIRU",IND,2782
Tamil Nadu,Sriperumbudur,"RAMACHANDIRAN, K. THIRU",IND,791
Tamil Nadu,Sriperumbudur,"RAJAGOPAL MALLAR, P. THIRU",IND,2622
Tamil Nadu,Sriperumbudur,"SRIDHAR,M.THIRU",IND,477
Tamil Nadu,Sriperumbudur,None of the Above,NOTA,27676
Tamil Nadu,Kancheepuram ,SATHIYARAJ  J.S,BSP,6807
Tamil Nadu,Kancheepuram ,SELVAM  G,DMK,352529
Tamil Nadu,Kancheepuram ,MARAGATHAM  K,ADMK,499395
Tamil Nadu,Kancheepuram ,VISWANATHAN  P,INC,33313
Tamil Nadu,Kancheepuram ,SATHYA  C.E.,MDMK,207080
Tamil Nadu,Kancheepuram ,ULAGANATHAN  .A,IND,1479
Tamil Nadu,Kancheepuram ,"SATHIYANATHAN, N.",IND,1089
Tamil Nadu,Kancheepuram ,SRINIVASAN C.,IND,1090
Tamil Nadu,Kancheepuram ,PARGUNAN  A.,IND,1368
Tamil Nadu,Kancheepuram ,"BALAMURUGAN, R",IND,2895
Tamil Nadu,Kancheepuram ,MARAGATHAM M,IND,3618
Tamil Nadu,Kancheepuram ,None of the Above,NOTA,17736
Tamil Nadu,Arakkonam,"HARI, G.",ADMK,493534
Tamil Nadu,Arakkonam,"ELANGO, N.R",DMK,252768
Tamil Nadu,Arakkonam,"DASS, D.",BSP,7354
Tamil Nadu,Arakkonam,"RAJESH, R",INC,56337
Tamil Nadu,Arakkonam,"RAJESH, S.",AAAP,4021
Tamil Nadu,Arakkonam,"VELU, R.",PMK,233762
Tamil Nadu,Arakkonam,"HARI, S.",IND,1458
Tamil Nadu,Arakkonam,"HARI, S.",IND,599
Tamil Nadu,Arakkonam,"HARIKRISHNAN, P.",IND,541
Tamil Nadu,Arakkonam,"ARUN, N.",IND,610
Tamil Nadu,Arakkonam,"RAVI, V.",IND,2198
Tamil Nadu,Arakkonam,"ELANGO, D.",IND,517
Tamil Nadu,Arakkonam,"ELANGO, N.",IND,918
Tamil Nadu,Arakkonam,"ELANGOVAN, A.",IND,804
Tamil Nadu,Arakkonam,"ELANGOVAN, D.",IND,1556
Tamil Nadu,Arakkonam,PANCHU.UDAYAKUMAR,IND,6025
Tamil Nadu,Arakkonam,"GAJENDRAN, S.",IND,6570
Tamil Nadu,Arakkonam,"GOPINATHAN, G.",IND,1955
Tamil Nadu,Arakkonam,"SADHU MUTHU KRISTNAN ERAJANDRAN, T.M.S.",IND,484
Tamil Nadu,Arakkonam,"SHETTU, S.",IND,570
Tamil Nadu,Arakkonam,"RAVI, N.D.",IND,471
Tamil Nadu,Arakkonam,"VADIVEL, A.",IND,1023
Tamil Nadu,Arakkonam,"VISWANATHAN, P.",IND,1434
Tamil Nadu,Arakkonam,"VELU, R.",IND,747
Tamil Nadu,Arakkonam,"VELU, D.",IND,920
Tamil Nadu,Arakkonam,"VELU, V.",IND,783
Tamil Nadu,Arakkonam,"SRIDHAR, R.S",IND,723
Tamil Nadu,Arakkonam,None of the Above,NOTA,10370
Tamil Nadu,Vellore,"SHANMUGAM, A.C.",BJP,324326
Tamil Nadu,Vellore,"SENGUTTUVAN, B.",ADMK,383719
Tamil Nadu,Vellore,"VIJAY ELANCHEZIAN, J.",INC,21650
Tamil Nadu,Vellore,JAYAPRAKASH,BSP,2791
Tamil Nadu,Vellore,"ABDUL RAHMAN, M.",IUML,205896
Tamil Nadu,Vellore,"IMDAD SHARIFF, A.",AAAP,3742
Tamil Nadu,Vellore,"GANGADHARAN, K.",TNMC,430
Tamil Nadu,Vellore,"NANDHA KUMAR, V.",SP,745
Tamil Nadu,Vellore,"GEORGE, V.A.",BDBRAJP,491
Tamil Nadu,Vellore,"SHAREEF BASHA, H.",SAP,496
Tamil Nadu,Vellore,"ABDUL RAHMAN, N.",IND,581
Tamil Nadu,Vellore,"ABDUL RAHMAN, B.",IND,1052
Tamil Nadu,Vellore,"ESWARAN, R.",IND,790
Tamil Nadu,Vellore,"GANGADARAN, K.",IND,991
Tamil Nadu,Vellore,"KESAVAN, M.",IND,1708
Tamil Nadu,Vellore,"GOPU, C.",IND,6056
Tamil Nadu,Vellore,"GOVINDAN, C.",IND,4169
Tamil Nadu,Vellore,"SIVAPRAKASAM, R.S.",IND,3603
Tamil Nadu,Vellore,"SUGUMAR, K.",IND,828
Tamil Nadu,Vellore,"DHANDAPANI, M.",IND,558
Tamil Nadu,Vellore,"THIRUPATHY, T.",IND,1293
Tamil Nadu,Vellore,"MANIMARAN, M.",IND,430
Tamil Nadu,Vellore,"LALITHA, K.",IND,561
Tamil Nadu,Vellore,"VENKATESAN, R.",IND,764
Tamil Nadu,Vellore,None of the Above,NOTA,7100
Tamil Nadu,Krishnagiri,ASHOK KUMAR.K,ADMK,480491
Tamil Nadu,Krishnagiri,CHANBASHA.M,BSP,8618
Tamil Nadu,Krishnagiri,CHINNA PILLAPPA.P,DMK,273900
Tamil Nadu,Krishnagiri,CHELLAKUMAR. DR. A,INC,38885
Tamil Nadu,Krishnagiri,GOWDA.NSM,JD(S),3033
Tamil Nadu,Krishnagiri,SUNDARAM.S,UCPI,3665
Tamil Nadu,Krishnagiri,MANI.G.K,PMK,224963
Tamil Nadu,Krishnagiri,MUNIRAJ.K,UMK,2135
Tamil Nadu,Krishnagiri,ASHOK KUMAR.A,IND,3875
Tamil Nadu,Krishnagiri,GANDHI.TVS,IND,1519
Tamil Nadu,Krishnagiri,SARAVANAN.V,IND,2737
Tamil Nadu,Krishnagiri,SOUNDARAJAN.M,IND,1744
Tamil Nadu,Krishnagiri,PATTABIRAMA.C,IND,2015
Tamil Nadu,Krishnagiri,VIRGINIYA BENATIN FRANCILES,IND,2530
Tamil Nadu,Krishnagiri,VINOTHKUMAR.P,IND,2261
Tamil Nadu,Krishnagiri,None of the Above,NOTA,16020
Tamil Nadu,Dharmapuri,THAMARAISELVAN.R,DMK,180297
Tamil Nadu,Dharmapuri,MOHAN.P.S,ADMK,391048
Tamil Nadu,Dharmapuri,RAJINIKANTH.S,BSP,8180
Tamil Nadu,Dharmapuri,RAMA SUGANTHAN,INC,15455
Tamil Nadu,Dharmapuri,ANBUMANI RAMADOSS,PMK,468194
Tamil Nadu,Dharmapuri,SAVITHIRI.K,UMK,3164
Tamil Nadu,Dharmapuri,ANGURAJ.P,IND,3905
Tamil Nadu,Dharmapuri,ARIVAZHAGAN.P,IND,2802
Tamil Nadu,Dharmapuri,ARIVUDAINAMBI.M,IND,1403
Tamil Nadu,Dharmapuri,ANBUMANI.G,IND,1370
Tamil Nadu,Dharmapuri,ANANDKUMAR.K,IND,1978
Tamil Nadu,Dharmapuri,KUMARAN.V,IND,2413
Tamil Nadu,Dharmapuri,SAMBATH.M,IND,1310
Tamil Nadu,Dharmapuri,NATARAJAN.R,IND,2199
Tamil Nadu,Dharmapuri,PADMARAJAN.K.DR,IND,4934
Tamil Nadu,Dharmapuri,None of the Above,NOTA,12693
Tamil Nadu,Tiruvannamalai,ANNADURAI C N,DMK,332145
Tamil Nadu,Tiruvannamalai,SUBRAMANIYAN A,INC,17854
Tamil Nadu,Tiruvannamalai,BASKARAN  M R,BSP,4328
Tamil Nadu,Tiruvannamalai,VANAROJA R,ADMK,500751
Tamil Nadu,Tiruvannamalai,ARUMUGAM C,SP,6278
Tamil Nadu,Tiruvannamalai,EDIROLI MANIAN G,PMK,157954
Tamil Nadu,Tiruvannamalai,MANIKKAVEL M R,JD(S),1555
Tamil Nadu,Tiruvannamalai,RAVINDRAN T,TNMC,1999
Tamil Nadu,Tiruvannamalai,ANNADURAI A,IND,865
Tamil Nadu,Tiruvannamalai,ANNADURAI B,IND,1693
Tamil Nadu,Tiruvannamalai,ARUNACHALAM P,IND,736
Tamil Nadu,Tiruvannamalai,ARULJOTHI A,IND,904
Tamil Nadu,Tiruvannamalai,ANBALAGAN D,IND,1686
Tamil Nadu,Tiruvannamalai,ARUMUGAM R,IND,973
Tamil Nadu,Tiruvannamalai,KAMARAJ M,IND,1369
Tamil Nadu,Tiruvannamalai,KOTHANDAPANI B,IND,4688
Tamil Nadu,Tiruvannamalai,SENTHIL S,IND,3867
Tamil Nadu,Tiruvannamalai,PRABAKARAN L,IND,679
Tamil Nadu,Tiruvannamalai,MURUGAN P,IND,991
Tamil Nadu,Tiruvannamalai,MURUGESAN K,IND,10708
Tamil Nadu,Tiruvannamalai,RAMESH P,IND,2445
Tamil Nadu,Tiruvannamalai,LOGANATHAN P,IND,1729
Tamil Nadu,Tiruvannamalai,VELMURUGAN A,IND,724
Tamil Nadu,Tiruvannamalai,VAITHIYANATHAN S,IND,931
Tamil Nadu,Tiruvannamalai,None of the Above,NOTA,9595
Tamil Nadu,Arani,V.ELUMALAI,ADMK,502721
Tamil Nadu,Arani,A.GANESAN,BSP,5573
Tamil Nadu,Arani,SIVANANDAM.R,DMK,258877
Tamil Nadu,Arani,M.K.VISHNU PRASAD,INC,27717
Tamil Nadu,Arani,V.ANNA VENKATESH,ADSMK,2372
Tamil Nadu,Arani,A.K.MOORTHY,PMK,253332
Tamil Nadu,Arani,K.ELUMALAI,IND,1243
Tamil Nadu,Arani,S.ELUMALAI,IND,513
Tamil Nadu,Arani,R.SARASWATHI,IND,668
Tamil Nadu,Arani,H.SENTHILKUMAR,IND,798
Tamil Nadu,Arani,S.SENTHILNATHAN,IND,1746
Tamil Nadu,Arani,M.DURAIRAJ,IND,910
Tamil Nadu,Arani,A.MAHADEVAN,IND,1309
Tamil Nadu,Arani,S.MANIKANDAN,IND,1952
Tamil Nadu,Arani,M.MUNUSAMY,IND,2598
Tamil Nadu,Arani,K.MOORTHY,IND,10263
Tamil Nadu,Arani,V.MOORTHY,IND,8059
Tamil Nadu,Arani,S.RAMAMOORTHY,IND,1760
Tamil Nadu,Arani,P.LOGANATHAN,IND,4331
Tamil Nadu,Arani,None of the Above,NOTA,9304
Tamil Nadu,Villupuram,ANANDAN G,CPM,17408
Tamil Nadu,Villupuram,UMASANKAR K,DMDK,209663
Tamil Nadu,Villupuram,KARUNSIRUTHAI KALIYAMURTHI G,BSP,2683
Tamil Nadu,Villupuram,MUTHAIYAN K DR,DMK,289337
Tamil Nadu,Villupuram,RANI K,INC,21461
Tamil Nadu,Villupuram,RAJENDRAN S,ADMK,482704
Tamil Nadu,Villupuram,VENKATESAN M,CPI(ML)(L),3906
Tamil Nadu,Villupuram,ARASAN K,IND,811
Tamil Nadu,Villupuram,ARUMUGAM R,IND,693
Tamil Nadu,Villupuram,UMASANKAR M,IND,1212
Tamil Nadu,Villupuram,ELUMALAI D,IND,2337
Tamil Nadu,Villupuram,KADRVEL M,IND,3430
Tamil Nadu,Villupuram,SRINIVASAN K,IND,2294
Tamil Nadu,Villupuram,DESINGU K,IND,1607
Tamil Nadu,Villupuram,DEVI S,IND,3443
Tamil Nadu,Villupuram,MUTHAIYAN N,IND,4780
Tamil Nadu,Villupuram,MUTHIYAN,IND,1774
Tamil Nadu,Villupuram,RAMESH A,IND,2663
Tamil Nadu,Villupuram,RAJAMANICKAM K,IND,1197
Tamil Nadu,Villupuram,VENKATESAN S,IND,2798
Tamil Nadu,Villupuram,None of the Above,NOTA,11440
Tamil Nadu,Kallakurichi,ESWARAN. V. P,DMDK,164183
Tamil Nadu,Kallakurichi,KAMARAJ. K,ADMK,533383
Tamil Nadu,Kallakurichi,SAKTHIVEL.S,BSP,5929
Tamil Nadu,Kallakurichi,DEVADASS. R,INC,39677
Tamil Nadu,Kallakurichi,MANIMARAN. R,DMK,309876
Tamil Nadu,Kallakurichi,PERUMAL. A. K.,JMM(U),3512
Tamil Nadu,Kallakurichi,MOHAMMED YASIN. K,AAAP,2910
Tamil Nadu,Kallakurichi,RAMACHANDIRAN. T,IND,1013
Tamil Nadu,Kallakurichi,KAMARAJ. R,IND,1334
Tamil Nadu,Kallakurichi,GOVINDASAMY.A,IND,1015
Tamil Nadu,Kallakurichi,SEKAR. K,IND,962
Tamil Nadu,Kallakurichi,NARAYANSAMY. P,IND,1684
Tamil Nadu,Kallakurichi,PANDIAN. R,IND,1221
Tamil Nadu,Kallakurichi,BOJAN. G,IND,2255
Tamil Nadu,Kallakurichi,MANNAN. M. P,IND,6186
Tamil Nadu,Kallakurichi,MADAIYAN. S,IND,7314
Tamil Nadu,Kallakurichi,LAKSHMANAN. S,IND,3261
Tamil Nadu,Kallakurichi,VARADAN. M,IND,5054
Tamil Nadu,Kallakurichi,VENNILA.  K,IND,1097
Tamil Nadu,Kallakurichi,VELLIYAN. K,IND,946
Tamil Nadu,Kallakurichi,VETRIVEL. K,IND,2029
Tamil Nadu,Kallakurichi,SHAJAHAN. A,IND,1499
Tamil Nadu,Kallakurichi,None of the Above,NOTA,10901
Tamil Nadu,Salem,UMARANI. S,DMK,288936
Tamil Nadu,Salem,SUDHISH L K,DMDK,201265
Tamil Nadu,Salem,PANNERSELVAM.V,ADMK,556546
Tamil Nadu,Salem,RANGARAJAN MOHAN KUMARAMANGALAM,INC,46477
Tamil Nadu,Salem,VINAYAGAMOORTHI T,BSP,1619
Tamil Nadu,Salem,SHANMUGAM G,MMKA,1623
Tamil Nadu,Salem,SATHEESH KUMAR E,AAAP,5198
Tamil Nadu,Salem,MASS GANESH A,TTNC,474
Tamil Nadu,Salem,VENKATESAN R,RPI(A),623
Tamil Nadu,Salem,M AHAMED SHAHJAHAN,IND,529
Tamil Nadu,Salem,ABDUL WAHID I,IND,526
Tamil Nadu,Salem,ARUMUGAM M,IND,731
Tamil Nadu,Salem,UMARANI S,IND,1232
Tamil Nadu,Salem,KANDASAMY R,IND,2550
Tamil Nadu,Salem,KUPPAYEE R,IND,1701
Tamil Nadu,Salem,GOVINDARAJU K,IND,3261
Tamil Nadu,Salem,SAKTHIVEL S,IND,2581
Tamil Nadu,Salem,CHINNUSAMY N,IND,5374
Tamil Nadu,Salem,SENTHIL KUMAR M,IND,2903
Tamil Nadu,Salem,THIAGARAJAN K,IND,777
Tamil Nadu,Salem,NANDAKUMAR G,IND,357
Tamil Nadu,Salem,PANNEERSELVAM N,IND,574
Tamil Nadu,Salem,PRAKASAM R,IND,484
Tamil Nadu,Salem,RAJA A,IND,2203
Tamil Nadu,Salem,RAJAKANNU A,IND,1151
Tamil Nadu,Salem,None of the Above,NOTA,20601
Tamil Nadu,Namakkal,GANDHISELVAN.S,DMK,268898
Tamil Nadu,Namakkal,SUNDARAM P.R,ADMK,563272
Tamil Nadu,Namakkal,SUBRAMANIYAN G.R,INC,19800
Tamil Nadu,Namakkal,SELVARAJ.R,BSP,1788
Tamil Nadu,Namakkal,VEL S.K,DMDK,146882
Tamil Nadu,Namakkal,KALAIVANAN.M,JD(S),1711
Tamil Nadu,Namakkal,CHELLAKUMARASAMY.T.S(DR),AAAP,4348
Tamil Nadu,Namakkal,GNANAPANDITHAN.P,RPI(A),700
Tamil Nadu,Namakkal,VADIVEL.R,UMK,737
Tamil Nadu,Namakkal,VELUSAMY.S,TNMC,4827
Tamil Nadu,Namakkal,RAMASAMY.P,IND,717
Tamil Nadu,Namakkal,RAMAJEYAM.G,IND,915
Tamil Nadu,Namakkal,KRISHNAN.M,IND,2079
Tamil Nadu,Namakkal,GUNASEKARAN.S,IND,1600
Tamil Nadu,Namakkal,SAKTHIVEL.S.P,IND,3920
Tamil Nadu,Namakkal,SIVAJI.S.M,IND,4808
Tamil Nadu,Namakkal,SUBRAMANI.S,IND,3070
Tamil Nadu,Namakkal,SELVAM.G,IND,3362
Tamil Nadu,Namakkal,SELVARAJ.S,IND,835
Tamil Nadu,Namakkal,DHARMALINGAM.M,IND,473
Tamil Nadu,Namakkal,NATARAJAN.M,IND,1182
Tamil Nadu,Namakkal,PANNEERSELVAM.S,IND,823
Tamil Nadu,Namakkal,PERUMAL.A,IND,858
Tamil Nadu,Namakkal,PONMUDI.P,IND,787
Tamil Nadu,Namakkal,MURALI.V,IND,2487
Tamil Nadu,Namakkal,RAMASAMY.N,IND,1874
Tamil Nadu,Namakkal,None of the Above,NOTA,16002
Tamil Nadu,Erode,GOPI P,INC,26726
Tamil Nadu,Erode,SELVAKUMARA CHINNAYAN S,ADMK,466995
Tamil Nadu,Erode,SETHUPATHY,BSP,5917
Tamil Nadu,Erode,PAVITHRAVALLI H,DMK,217260
Tamil Nadu,Erode,GANESHAMURTHI.A,MDMK,255432
Tamil Nadu,Erode,GUNASEKARAN T.K,UCPI,1298
Tamil Nadu,Erode,KUMARASAMY K.K,AAAP,4654
Tamil Nadu,Erode,PALANIAPPAN JOSIYAR C.M,CPIM,519
Tamil Nadu,Erode,THANGARAJ V,IND,818
Tamil Nadu,Erode,DURAISAMY.A,IND,610
Tamil Nadu,Erode,MAYILSAMY K,IND,1592
Tamil Nadu,Erode,MURUGESAN_S,IND,1046
Tamil Nadu,Erode,RAJAGOPAL V,IND,1969
Tamil Nadu,Erode,VIJAYAKUMAR S,IND,7478
Tamil Nadu,Erode,None of the Above,NOTA,16268
Tamil Nadu,Tiruppur,E.V.K.S. ELANGOVAN,INC,47554
Tamil Nadu,Tiruppur,N.GURUSAMY,BSP,4665
Tamil Nadu,Tiruppur,V.SATHYABAMA,ADMK,442778
Tamil Nadu,Tiruppur,K.SUBBARAYAN,CPI,33331
Tamil Nadu,Tiruppur,M.SENTHILNATHAN,DMK,205411
Tamil Nadu,Tiruppur,N.DINESHKUMAR,DMDK,263463
Tamil Nadu,Tiruppur,R.GOPALSAMY,LSP,2167
Tamil Nadu,Tiruppur,R.CHAKRAVARTHI RAJA GOPALA KRISHNAN,AAAP,3087
Tamil Nadu,Tiruppur,N.SIVAKUMAR,UMK,949
Tamil Nadu,Tiruppur,R.MURUGESAN,MMKA,2010
Tamil Nadu,Tiruppur,J.LAXMI,CPIM,908
Tamil Nadu,Tiruppur,R.SATHYABAMA,IND,1097
Tamil Nadu,Tiruppur,R.SATHYABHAMA,IND,1193
Tamil Nadu,Tiruppur,K.SENTHILKUMAR,IND,1926
Tamil Nadu,Tiruppur,T.S.SENTHILKUMAR,IND,1151
Tamil Nadu,Tiruppur,P.SELVABOOBATHI,IND,4264
Tamil Nadu,Tiruppur,S.K.DINESHKUMAR,IND,1820
Tamil Nadu,Tiruppur,R.NANDHAKUMAR,IND,900
Tamil Nadu,Tiruppur,M.PALANISAMY,IND,4074
Tamil Nadu,Tiruppur,P.BALASUBRAMANIYAN,IND,916
Tamil Nadu,Tiruppur,A.PONNUSAMY,IND,1193
Tamil Nadu,Tiruppur,R.R.MURUGAN,IND,6422
Tamil Nadu,Tiruppur,A.MOGHEETH KHAN,IND,1038
Tamil Nadu,Tiruppur,M.RAJENDRAN,IND,1991
Tamil Nadu,Tiruppur,PASTOR A.JAMES,IND,1153
Tamil Nadu,Tiruppur,A.K.SHEIKDAVOOD,IND,788
Tamil Nadu,Tiruppur,None of the Above,NOTA,13941
Tamil Nadu,Nilgiris ,"RAJA, A.",DMK,358760
Tamil Nadu,Nilgiris ,"KALA, M.",BSP,3377
Tamil Nadu,Nilgiris ,"GANDHI, P.",INC,37702
Tamil Nadu,Nilgiris ,"GOPALAKRISHNAN, C.",ADMK,463700
Tamil Nadu,Nilgiris ,"RANI, M.T.",AAAP,12525
Tamil Nadu,Nilgiris ,"ESWARAN, T.",MMKA,1655
Tamil Nadu,Nilgiris ,"GUNASEKARAN, K.",RPI(A),1650
Tamil Nadu,Nilgiris ,"PONNUSAMY, P.",CPIM,2733
Tamil Nadu,Nilgiris ,"SUBRAMANIYAM, P.",IND,1711
Tamil Nadu,Nilgiris ,"DR.BALAN, P.P.",IND,2704
Tamil Nadu,Nilgiris ,None of the Above,NOTA,46559
Tamil Nadu,Coimbatore,"GANESHKUMAR, K.",DMK,217083
Tamil Nadu,Coimbatore,"TAMILNADU SELVAM, ERA.",BSP,1959
